month,tas,year,country,iso3,season
May,0.9,2008,Canada,CAN,spring
Jun,8.1,2008,Canada,CAN,summer
Jul,11.9,2008,Canada,CAN,summer
Aug,10.2,2008,Canada,CAN,summer
Sep,3.9,2008,Canada,CAN,autumn
Oct,-3.0,2008,Canada,CAN,autumn
Nov,-12.2,2008,Canada,CAN,autumn
Dec,-23.1,2008,Canada,CAN,winter
Jan,-23.5,2009,Canada,CAN,winter
Feb,-22.8,2009,Canada,CAN,winter
Mar,-20.4,2009,Canada,CAN,spring
Apr,-9.3,2009,Canada,CAN,spring
May,-1.5,2009,Canada,CAN,spring
Jun,7.5,2009,Canada,CAN,summer
Jul,11.2,2009,Canada,CAN,summer
Aug,10.2,2009,Canada,CAN,summer
Sep,5.6,2009,Canada,CAN,autumn
Oct,-5.2,2009,Canada,CAN,autumn
Nov,-10.9,2009,Canada,CAN,autumn
Dec,-19.4,2009,Canada,CAN,winter
Jan,-21.2,2010,Canada,CAN,winter
Feb,-18.4,2010,Canada,CAN,winter
Mar,-13.6,2010,Canada,CAN,spring
Apr,-5.3,2010,Canada,CAN,spring
May,0.4,2010,Canada,CAN,spring
Jun,7.9,2010,Canada,CAN,summer
Jul,12.1,2010,Canada,CAN,summer
Aug,10.7,2010,Canada,CAN,summer
Sep,4.0,2010,Canada,CAN,autumn
Oct,-2.2,2010,Canada,CAN,autumn
Nov,-11.3,2010,Canada,CAN,autumn
Dec,-18.5,2010,Canada,CAN,winter
