month,tasmax,year,country,iso3,season
Feb,3.6,2016,China,CHN,winter
Mar,8.39,2016,China,CHN,spring
Apr,15.68,2016,China,CHN,spring
May,20.98,2016,China,CHN,spring
Jun,23.55,2016,China,CHN,summer
Jul,26.66,2016,China,CHN,summer
Aug,24.61,2016,China,CHN,summer
Sep,21.09,2016,China,CHN,autumn
Oct,13.98,2016,China,CHN,autumn
Nov,6.9,2016,China,CHN,autumn
Dec,1.48,2016,China,CHN,winter
Jan,-1.76,2017,China,CHN,winter
Feb,2.0,2017,China,CHN,winter
Mar,10.61,2017,China,CHN,spring
Apr,16.1,2017,China,CHN,spring
