month,rainfall_mm,year,country,iso3,season
Sep,116.8,1991,Indonesia,IDN,autumn
Oct,150.7,1991,Indonesia,IDN,autumn
Nov,249.9,1991,Indonesia,IDN,autumn
Dec,305.8,1991,Indonesia,IDN,winter
Jan,241.9,1992,Indonesia,IDN,winter
Feb,233.1,1992,Indonesia,IDN,winter
Mar,257.3,1992,Indonesia,IDN,spring
Apr,292.3,1992,Indonesia,IDN,spring
May,249.4,1992,Indonesia,IDN,spring
Jun,164.2,1992,Indonesia,IDN,summer
Jul,174.3,1992,Indonesia,IDN,summer
Aug,166.0,1992,Indonesia,IDN,summer
Sep,185.7,1992,Indonesia,IDN,autumn
Oct,245.7,1992,Indonesia,IDN,autumn
Nov,235.2,1992,Indonesia,IDN,autumn
Dec,301.8,1992,Indonesia,IDN,winter
Jan,268.7,1993,Indonesia,IDN,winter
Feb,199.9,1993,Indonesia,IDN,winter
Mar,271.3,1993,Indonesia,IDN,spring
Apr,288.7,1993,Indonesia,IDN,spring
May,263.7,1993,Indonesia,IDN,spring
Jun,182.8,1993,Indonesia,IDN,summer
Jul,158.3,1993,Indonesia,IDN,summer
Aug,141.2,1993,Indonesia,IDN,summer
Sep,146.4,1993,Indonesia,IDN,autumn
Oct,193.7,1993,Indonesia,IDN,autumn
Nov,252.8,1993,Indonesia,IDN,autumn
Dec,285.7,1993,Indonesia,IDN,winter
Jan,276.2,1994,Indonesia,IDN,winter
Feb,245.8,1994,Indonesia,IDN,winter
Mar,358.3,1994,Indonesia,IDN,spring
Apr,285.5,1994,Indonesia,IDN,spring
May,227.1,1994,Indonesia,IDN,spring
Jun,180.5,1994,Indonesia,IDN,summer
Jul,104.6,1994,Indonesia,IDN,summer
Aug,150.9,1994,Indonesia,IDN,summer
Sep,102.9,1994,Indonesia,IDN,autumn
Oct,162.9,1994,Indonesia,IDN,autumn
Nov,227.5,1994,Indonesia,IDN,autumn
Dec,286.1,1994,Indonesia,IDN,winter
Jan,317.8,1995,Indonesia,IDN,winter
Feb,298.3,1995,Indonesia,IDN,winter
Mar,309.4,1995,Indonesia,IDN,spring
Apr,301.5,1995,Indonesia,IDN,spring
May,225.2,1995,Indonesia,IDN,spring
Jun,199.0,1995,Indonesia,IDN,summer
Jul,179.4,1995,Indonesia,IDN,summer
Aug,185.7,1995,Indonesia,IDN,summer
Sep,185.9,1995,Indonesia,IDN,autumn
Oct,226.7,1995,Indonesia,IDN,autumn
Nov,295.2,1995,Indonesia,IDN,autumn
Dec,292.1,1995,Indonesia,IDN,winter
Jan,263.3,1996,Indonesia,IDN,winter
Feb,288.1,1996,Indonesia,IDN,winter
Mar,245.9,1996,Indonesia,IDN,spring
Apr,286.9,1996,Indonesia,IDN,spring
May,214.6,1996,Indonesia,IDN,spring
Jun,190.4,1996,Indonesia,IDN,summer
Jul,151.9,1996,Indonesia,IDN,summer
Aug,217.9,1996,Indonesia,IDN,summer
Sep,192.5,1996,Indonesia,IDN,autumn
Oct,293.8,1996,Indonesia,IDN,autumn
Nov,268.6,1996,Indonesia,IDN,autumn
Dec,294.4,1996,Indonesia,IDN,winter
Jan,229.9,1997,Indonesia,IDN,winter
Feb,259.4,1997,Indonesia,IDN,winter
Mar,246.2,1997,Indonesia,IDN,spring
Apr,257.2,1997,Indonesia,IDN,spring
May,215.6,1997,Indonesia,IDN,spring
Jun,124.4,1997,Indonesia,IDN,summer
Jul,151.4,1997,Indonesia,IDN,summer
Aug,111.6,1997,Indonesia,IDN,summer
Sep,118.3,1997,Indonesia,IDN,autumn
Oct,149.3,1997,Indonesia,IDN,autumn
Nov,201.5,1997,Indonesia,IDN,autumn
Dec,263.6,1997,Indonesia,IDN,winter
Jan,230.1,1998,Indonesia,IDN,winter
Feb,215.4,1998,Indonesia,IDN,winter
Mar,268.5,1998,Indonesia,IDN,spring
Apr,255.2,1998,Indonesia,IDN,spring
May,251.0,1998,Indonesia,IDN,spring
Jun,226.8,1998,Indonesia,IDN,summer
Jul,210.2,1998,Indonesia,IDN,summer
Aug,232.3,1998,Indonesia,IDN,summer
Sep,226.9,1998,Indonesia,IDN,autumn
Oct,267.6,1998,Indonesia,IDN,autumn
Nov,284.8,1998,Indonesia,IDN,autumn
Dec,288.6,1998,Indonesia,IDN,winter
Jan,312.3,1999,Indonesia,IDN,winter
Feb,271.4,1999,Indonesia,IDN,winter
Mar,299.6,1999,Indonesia,IDN,spring
Apr,272.7,1999,Indonesia,IDN,spring
May,239.9,1999,Indonesia,IDN,spring
Jun,195.8,1999,Indonesia,IDN,summer
Jul,193.5,1999,Indonesia,IDN,summer
Aug,171.1,1999,Indonesia,IDN,summer
Sep,177.5,1999,Indonesia,IDN,autumn
Oct,284.1,1999,Indonesia,IDN,autumn
Nov,278.9,1999,Indonesia,IDN,autumn
Dec,294.3,1999,Indonesia,IDN,winter
Jan,300.1,2000,Indonesia,IDN,winter
Feb,250.0,2000,Indonesia,IDN,winter
Mar,292.1,2000,Indonesia,IDN,spring
Apr,287.2,2000,Indonesia,IDN,spring
May,238.6,2000,Indonesia,IDN,spring
Jun,231.9,2000,Indonesia,IDN,summer
Jul,178.2,2000,Indonesia,IDN,summer
Aug,184.8,2000,Indonesia,IDN,summer
Sep,183.8,2000,Indonesia,IDN,autumn
Oct,261.5,2000,Indonesia,IDN,autumn
Nov,318.2,2000,Indonesia,IDN,autumn
Dec,281.6,2000,Indonesia,IDN,winter
Jan,330.0,2001,Indonesia,IDN,winter
Feb,253.5,2001,Indonesia,IDN,winter
Mar,310.4,2001,Indonesia,IDN,spring
Apr,306.2,2001,Indonesia,IDN,spring
May,192.4,2001,Indonesia,IDN,spring
Jun,205.9,2001,Indonesia,IDN,summer
Jul,144.3,2001,Indonesia,IDN,summer
Aug,146.4,2001,Indonesia,IDN,summer
Sep,199.5,2001,Indonesia,IDN,autumn
Oct,294.4,2001,Indonesia,IDN,autumn
Nov,276.1,2001,Indonesia,IDN,autumn
Dec,285.7,2001,Indonesia,IDN,winter
Jan,287.5,2002,Indonesia,IDN,winter
Feb,224.5,2002,Indonesia,IDN,winter
Mar,288.9,2002,Indonesia,IDN,spring
Apr,270.7,2002,Indonesia,IDN,spring
May,218.9,2002,Indonesia,IDN,spring
Jun,182.0,2002,Indonesia,IDN,summer
Jul,153.1,2002,Indonesia,IDN,summer
Aug,141.1,2002,Indonesia,IDN,summer
Sep,162.1,2002,Indonesia,IDN,autumn
Oct,167.1,2002,Indonesia,IDN,autumn
Nov,265.1,2002,Indonesia,IDN,autumn
Dec,303.4,2002,Indonesia,IDN,winter
Jan,299.1,2003,Indonesia,IDN,winter
Feb,282.1,2003,Indonesia,IDN,winter
Mar,311.0,2003,Indonesia,IDN,spring
Apr,299.6,2003,Indonesia,IDN,spring
May,218.1,2003,Indonesia,IDN,spring
Jun,163.8,2003,Indonesia,IDN,summer
Jul,164.8,2003,Indonesia,IDN,summer
Aug,190.9,2003,Indonesia,IDN,summer
Sep,188.1,2003,Indonesia,IDN,autumn
Oct,270.2,2003,Indonesia,IDN,autumn
Nov,267.4,2003,Indonesia,IDN,autumn
Dec,316.7,2003,Indonesia,IDN,winter
Jan,304.7,2004,Indonesia,IDN,winter
Feb,236.5,2004,Indonesia,IDN,winter
Mar,298.3,2004,Indonesia,IDN,spring
Apr,257.2,2004,Indonesia,IDN,spring
May,243.5,2004,Indonesia,IDN,spring
Jun,148.5,2004,Indonesia,IDN,summer
Jul,179.6,2004,Indonesia,IDN,summer
Aug,106.8,2004,Indonesia,IDN,summer
Sep,174.5,2004,Indonesia,IDN,autumn
Oct,190.4,2004,Indonesia,IDN,autumn
Nov,262.4,2004,Indonesia,IDN,autumn
Dec,300.3,2004,Indonesia,IDN,winter
Jan,262.2,2005,Indonesia,IDN,winter
Feb,221.1,2005,Indonesia,IDN,winter
Mar,284.7,2005,Indonesia,IDN,spring
Apr,273.6,2005,Indonesia,IDN,spring
May,248.0,2005,Indonesia,IDN,spring
Jun,175.3,2005,Indonesia,IDN,summer
Jul,175.3,2005,Indonesia,IDN,summer
Aug,163.6,2005,Indonesia,IDN,summer
Sep,168.2,2005,Indonesia,IDN,autumn
Oct,266.7,2005,Indonesia,IDN,autumn
Nov,274.7,2005,Indonesia,IDN,autumn
Dec,303.0,2005,Indonesia,IDN,winter
Jan,282.3,2006,Indonesia,IDN,winter
Feb,294.3,2006,Indonesia,IDN,winter
Mar,312.1,2006,Indonesia,IDN,spring
Apr,296.1,2006,Indonesia,IDN,spring
May,236.9,2006,Indonesia,IDN,spring
Jun,230.9,2006,Indonesia,IDN,summer
Jul,133.6,2006,Indonesia,IDN,summer
Aug,138.9,2006,Indonesia,IDN,summer
Sep,153.7,2006,Indonesia,IDN,autumn
Oct,139.2,2006,Indonesia,IDN,autumn
Nov,191.5,2006,Indonesia,IDN,autumn
Dec,308.9,2006,Indonesia,IDN,winter
Jan,293.5,2007,Indonesia,IDN,winter
Feb,269.6,2007,Indonesia,IDN,winter
Mar,288.2,2007,Indonesia,IDN,spring
Apr,311.6,2007,Indonesia,IDN,spring
May,268.2,2007,Indonesia,IDN,spring
Jun,234.9,2007,Indonesia,IDN,summer
Jul,201.9,2007,Indonesia,IDN,summer
Aug,170.6,2007,Indonesia,IDN,summer
Sep,163.4,2007,Indonesia,IDN,autumn
Oct,208.3,2007,Indonesia,IDN,autumn
Nov,238.2,2007,Indonesia,IDN,autumn
Dec,303.3,2007,Indonesia,IDN,winter
